month,day,year,hour,minute,gage
8,16,2021,14,53,426
8,16,2021,14,54,427
8,16,2021,14,54,428
8,16,2021,14,54,429
8,16,2021,14,55,430
8,16,2021,14,55,431
8,16,2021,14,56,432
8,16,2021,14,56,433
8,16,2021,14,57,434
8,16,2021,14,57,435
8,16,2021,14,58,436
8,16,2021,14,58,437
8,16,2021,14,58,438
8,16,2021,14,59,439
8,16,2021,15,0,440
8,16,2021,15,0,441
8,16,2021,15,2,442
8,16,2021,15,2,443
8,16,2021,15,3,444
8,16,2021,15,4,445
8,16,2021,15,6,446
8,16,2021,15,6,447
8,16,2021,15,7,448
8,16,2021,15,8,449
8,16,2021,15,9,450
8,16,2021,15,10,451
8,16,2021,15,11,452
8,16,2021,15,12,453
8,16,2021,15,13,454
8,16,2021,15,14,455
8,16,2021,15,16,456
8,16,2021,15,17,457
8,16,2021,15,19,458
8,16,2021,15,21,459
8,16,2021,15,23,460
8,16,2021,15,25,461
8,16,2021,15,28,462
8,16,2021,15,31,463
8,16,2021,15,40,464
8,16,2021,15,45,465
8,16,2021,15,51,466
8,16,2021,15,57,467
8,16,2021,16,2,468
8,16,2021,16,8,469
8,16,2021,16,13,470
8,16,2021,16,20,471
8,16,2021,16,25,472
8,16,2021,16,31,473
8,16,2021,16,41,474
8,16,2021,16,47,475
8,16,2021,16,54,476
8,16,2021,17,1,477
8,16,2021,17,6,478
8,16,2021,17,17,479
8,17,2021,14,17,480
8,17,2021,14,20,481
8,17,2021,14,22,482
8,17,2021,14,23,483
8,17,2021,20,36,484
8,18,2021,16,35,485
8,18,2021,21,10,486
8,18,2021,21,11,487
8,18,2021,21,12,488
8,18,2021,21,14,489
8,18,2021,21,16,490
8,18,2021,21,17,491
8,18,2021,21,18,492
8,18,2021,21,19,493
8,18,2021,21,36,494
8,18,2021,21,41,495
8,18,2021,21,50,496
8,18,2021,21,53,497
8,19,2021,7,34,498
8,19,2021,7,53,499
8,19,2021,8,6,500
8,19,2021,8,18,501
8,19,2021,8,27,502
8,19,2021,8,31,503
8,19,2021,8,35,504
8,19,2021,8,42,505
8,19,2021,8,59,506
8,19,2021,9,29,507
8,19,2021,9,45,508
8,19,2021,9,58,509
8,19,2021,16,13,510
8,19,2021,16,18,511
8,19,2021,16,21,512
8,19,2021,16,25,513
8,19,2021,16,29,514
8,19,2021,16,37,515
8,19,2021,17,39,516
8,19,2021,17,41,517
8,19,2021,17,42,518
8,19,2021,22,54,519
8,19,2021,23,30,520
8,19,2021,23,58,521
8,20,2021,0,8,522
8,20,2021,0,15,523
8,20,2021,0,20,524
8,20,2021,0,23,525
8,20,2021,0,31,526
8,20,2021,0,35,527
8,20,2021,0,40,528
8,20,2021,0,44,529
8,20,2021,0,54,530
8,20,2021,1,2,531
8,20,2021,1,8,532
8,20,2021,1,13,533
8,20,2021,1,18,534
8,20,2021,1,24,535
8,20,2021,1,46,536
8,20,2021,1,56,537
8,20,2021,2,8,538
8,20,2021,2,48,539
8,20,2021,6,2,540
8,20,2021,6,45,541
8,21,2021,14,0,542
8,21,2021,14,16,543
8,26,2021,9,59,544
8,26,2021,10,3,545
8,26,2021,10,7,546
8,26,2021,10,10,547
8,26,2021,10,14,548
8,26,2021,10,15,549
8,26,2021,10,16,550
8,26,2021,10,17,551
8,26,2021,10,19,552
8,26,2021,10,21,553
8,26,2021,10,22,554
8,26,2021,10,23,555
8,26,2021,10,26,556
8,26,2021,10,27,557
8,26,2021,11,18,558
8,26,2021,20,12,559
8,26,2021,20,13,560
8,26,2021,20,15,561
8,26,2021,20,15,562
8,26,2021,20,17,563
8,26,2021,20,18,564
8,26,2021,20,20,565
8,26,2021,20,22,566
8,26,2021,20,24,567
8,26,2021,20,26,568
8,26,2021,20,27,569
8,26,2021,20,28,570
8,26,2021,20,30,571
8,26,2021,20,32,572
8,26,2021,20,34,573
8,26,2021,20,37,574
8,26,2021,20,38,575
8,26,2021,20,39,576
8,26,2021,20,40,577
8,26,2021,20,42,578
8,26,2021,20,42,579
8,26,2021,20,43,580
8,26,2021,20,45,581
8,26,2021,20,47,582
8,26,2021,20,49,583
8,26,2021,20,50,584
8,26,2021,20,53,585
8,26,2021,22,35,586
8,27,2021,0,4,587
9,1,2021,17,31,588
9,1,2021,17,44,589
9,1,2021,17,54,590
9,1,2021,17,58,591
9,1,2021,18,6,592
9,1,2021,18,16,593
9,1,2021,18,39,594
9,1,2021,18,51,595
9,1,2021,19,2,596
9,1,2021,19,18,597
9,2,2021,1,53,598
9,2,2021,11,1,599
9,3,2021,15,37,600
9,3,2021,15,41,601
9,3,2021,15,43,602
9,3,2021,15,44,603
9,3,2021,15,45,604
9,3,2021,15,47,605
9,3,2021,15,48,606
9,3,2021,15,51,607
9,4,2021,11,0,608
9,11,2021,18,53,609
9,11,2021,19,20,610
9,12,2021,12,40,611
9,12,2021,13,29,612
9,12,2021,13,30,613
9,12,2021,13,31,614
9,12,2021,13,33,615
9,12,2021,23,30,616
9,13,2021,5,36,617
9,13,2021,5,44,618
9,13,2021,5,54,619
9,13,2021,9,0,620
9,13,2021,12,48,621
9,13,2021,21,42,622
9,13,2021,21,42,623
9,13,2021,21,43,624
9,13,2021,21,43,625
9,13,2021,21,44,626
9,13,2021,21,45,627
9,13,2021,21,48,628
9,13,2021,21,52,629
9,13,2021,21,55,630
9,13,2021,22,35,631
9,13,2021,22,48,632
9,13,2021,22,50,633
9,13,2021,22,51,634
9,13,2021,22,58,635
9,14,2021,1,2,636
9,14,2021,2,9,637
9,14,2021,11,11,638
9,19,2021,22,19,639
9,19,2021,22,28,640
9,19,2021,22,37,641
9,19,2021,22,50,642
9,20,2021,8,54,643
9,20,2021,9,5,644
9,20,2021,9,6,645
9,20,2021,9,6,646
9,20,2021,9,7,647
9,20,2021,9,7,648
9,20,2021,9,7,649
9,20,2021,9,7,650
9,20,2021,9,7,651
9,20,2021,9,8,652
9,20,2021,9,9,653
9,20,2021,9,12,654
9,20,2021,9,18,655
9,20,2021,9,25,656
9,20,2021,9,26,657
9,21,2021,8,36,658
9,21,2021,8,37,659
9,21,2021,8,37,660
9,21,2021,8,37,661
9,21,2021,8,38,662
9,28,2021,17,8,663
9,28,2021,17,19,664
9,28,2021,18,11,665
9,28,2021,18,20,666
9,28,2021,18,39,667
9,28,2021,19,14,668
9,28,2021,19,27,669
9,28,2021,19,47,670
9,28,2021,19,59,671
9,28,2021,20,5,672
9,28,2021,20,14,673
9,28,2021,20,54,674
9,29,2021,2,2,675
9,29,2021,5,16,676
9,29,2021,5,24,677
9,29,2021,6,44,678
9,29,2021,7,10,679
9,29,2021,11,52,680
9,29,2021,11,58,681
9,29,2021,12,3,682
9,29,2021,12,8,683
9,29,2021,12,56,684
9,29,2021,13,0,685
9,29,2021,13,14,686
9,29,2021,13,20,687
9,29,2021,13,23,688
9,29,2021,13,32,689
9,29,2021,14,20,690
9,29,2021,15,34,691
9,29,2021,15,38,692
9,29,2021,15,41,693
9,29,2021,15,44,694
9,29,2021,15,48,695
9,29,2021,15,51,696
9,29,2021,15,54,697
9,29,2021,15,57,698
9,29,2021,16,3,699
9,29,2021,16,20,700
9,30,2021,2,13,701
10,1,2021,16,23,702
10,8,2021,14,21,703
10,8,2021,14,26,704
10,8,2021,14,31,705
10,8,2021,14,36,706
10,8,2021,14,40,707
10,8,2021,14,54,708
10,8,2021,15,0,709
10,8,2021,15,9,710
10,8,2021,15,16,711
10,8,2021,15,20,712
10,8,2021,15,25,713
10,8,2021,15,30,714
10,8,2021,15,40,715
10,8,2021,15,54,716
10,8,2021,16,0,717
10,8,2021,16,5,718
10,8,2021,16,9,719
10,8,2021,16,12,720
10,8,2021,16,15,721
10,8,2021,16,18,722
10,8,2021,16,20,723
10,8,2021,16,25,724
10,8,2021,16,27,725
10,8,2021,16,32,726
10,8,2021,16,42,727
10,8,2021,17,11,728
10,8,2021,17,16,729
10,8,2021,23,1,730
10,8,2021,23,6,731
10,8,2021,23,20,732
10,9,2021,3,36,733
10,9,2021,3,38,734
10,9,2021,3,42,735
10,9,2021,3,45,736
10,9,2021,3,48,737
10,9,2021,3,52,738
10,9,2021,3,54,739
10,9,2021,3,57,740
10,9,2021,4,3,741
10,9,2021,4,41,742
10,9,2021,4,51,743
10,9,2021,5,29,744
10,9,2021,6,0,745
10,9,2021,7,2,746
10,9,2021,7,25,747
10,9,2021,7,43,748
10,9,2021,7,54,749
10,9,2021,8,45,750
10,9,2021,11,59,751
10,9,2021,12,41,752
10,9,2021,12,51,753
10,9,2021,13,5,754
10,9,2021,13,11,755
10,9,2021,13,17,756
10,9,2021,13,24,757
10,9,2021,13,33,758
10,9,2021,14,1,759
10,9,2021,14,8,760
10,9,2021,14,16,761
10,9,2021,15,43,762
10,10,2021,9,9,763
10,10,2021,9,44,764
10,10,2021,10,0,765
10,10,2021,10,20,766
10,10,2021,12,21,767
10,12,2021,13,20,768
10,12,2021,13,24,769
10,12,2021,13,35,770
10,12,2021,14,51,771
10,13,2021,11,46,772
10,13,2021,11,58,773
10,13,2021,12,2,774
10,13,2021,12,4,775
10,13,2021,12,7,776
10,13,2021,12,10,777
10,13,2021,12,15,778
10,13,2021,12,19,779
10,13,2021,12,24,780
10,13,2021,12,28,781
10,13,2021,12,33,782
10,13,2021,12,37,783
10,13,2021,12,42,784
10,13,2021,12,46,785
10,13,2021,12,52,786
10,13,2021,12,58,787
10,13,2021,13,5,788
10,13,2021,13,10,789
10,13,2021,13,19,790
10,13,2021,13,27,791
10,13,2021,13,48,792
10,13,2021,14,12,793
10,13,2021,14,39,794
10,14,2021,10,13,795
10,14,2021,10,19,796
10,14,2021,10,30,797
10,14,2021,11,0,798
10,14,2021,11,31,799
10,14,2021,12,17,800
10,14,2021,12,38,801
10,14,2021,12,55,802
10,14,2021,13,30,803
10,15,2021,12,50,804
10,15,2021,13,23,805
10,16,2021,8,39,806
10,16,2021,8,52,807
10,16,2021,9,4,808
10,16,2021,9,12,809
10,16,2021,9,19,810
10,16,2021,9,27,811
10,16,2021,9,34,812
10,16,2021,9,40,813
10,16,2021,9,48,814
10,16,2021,9,59,815
10,16,2021,10,8,816
10,16,2021,10,15,817
10,16,2021,10,23,818
10,16,2021,10,29,819
10,16,2021,10,36,820
10,16,2021,10,44,821
10,16,2021,10,52,822
10,16,2021,11,6,823
10,16,2021,11,22,824
10,16,2021,11,35,825
10,16,2021,11,42,826
10,16,2021,11,53,827
10,16,2021,12,1,828
10,16,2021,12,10,829
10,16,2021,12,19,830
10,16,2021,12,26,831
10,16,2021,12,33,832
10,16,2021,12,38,833
10,16,2021,12,45,834
10,16,2021,12,50,835
10,16,2021,12,55,836
10,16,2021,13,2,837
10,16,2021,13,16,838
10,19,2021,20,20,839
10,20,2021,9,10,840
10,20,2021,9,10,841
10,20,2021,9,18,842
10,24,2021,9,47,843
10,24,2021,9,51,844
10,24,2021,9,56,845
10,24,2021,10,1,846
10,24,2021,10,14,847
10,24,2021,10,34,848
10,24,2021,10,42,849
10,24,2021,10,56,850
10,24,2021,11,12,851
10,24,2021,11,23,852
10,24,2021,11,29,853
10,25,2021,10,39,854
